,"60","13","26","70","17","21","64","18","55","47","21","122","54","16","2","72","25","17","80","17","1","68","29","5","73","28","171","59","25","1"
,"60","13","4","71","17","53","65","18","22","48","21","80","54","16","0","73","25","58","80","17","0","69","29","20","74","29","202","59","25","1"
,"60","13","1","72","18","139","66","18","16","49","21","41","54","16","1","74","26","103","80","17","0","70","29","23","75","30","149","59","25","0"
,"60","13","0","73","19","126","67","18","19","49","21","14","54","16","0","75","27","165","80","17","1","71","29","20","76","30","87","59","25","1"
,"60","13","0","74","19","76","67","18","2","49","21","4","54","16","0","76","28","166","80","17","0","72","29","19","77","30","42","59","25","2"
,"60","13","0","75","19","36","67","18","9","49","21","1","54","16","1","77","29","120","80","17","0","73","29","36","77","30","14","59","25","0"
,"60","13","7","75","19","11","67","18","3","49","21","0","54","16","0","78","29","67","80","17","1","74","29","78","77","30","1","59","25","0"
,"61","13","19","75","19","9","67","18","1","49","21","0","54","16","0","79","29","36","80","17","0","75","30","134","77","30","1","59","25","0"
,"61","13","13","75","19","10","67","18","1","49","21","0","54","16","1","80","29","23","80","17","0","76","31","147","77","30","1","59","25","0"
,"62","13","16","75","19","9","67","18","0","49","21","0","54","16","0","80","29","8","80","17","0","77","32","108","77","30","1","59","25","0"
,"62","13","5","75","19","3","67","18","0","49","21","0","54","16","0","80","29","2","80","17","0","78","32","79","77","30","1","59","25","0"
,"62","13","14","75","19","1","67","18","0","50","21","24","54","16","0","80","29","0","80","17","0","79","32","55","77","30","0","59","25","1"
,"62","13","12","75","19","7","67","18","4","51","21","78","54","16","0","80","29","2","80","17","0","80","32","25","77","30","2","59","25","1"
,"63","13","39","76","19","22","67","18","12","52","22","150","54","16","0","80","29","5","80","17","0","80","32","5","77","30","0","59","25","0"
,"64","13","72","76","19","12","67","18","3","53","23","181","54","16","1","80","29","2","80","17","0","80","32","2","78","30","24","59","25","1"
,"65","14","106","76","19","13","67","18","3","54","24","132","54","16","0","80","29","0","80","17","0","80","32","0","79","30","64","59","25","0"
,"66","15","132","76","19","5","67","18","1","55","24","84","54","16","0","80","29","1","80","17","0","80","32","1","80","31","132","59","25","0"
,"67","15","91","76","19","10","67","18","0","56","24","60","54","16","5","80","29","0","80","17","0","80","32","3","81","32","190","59","25","5"
,"68","15","43","76","19","12","67","18","0","57","24","32","55","16","27","80","29","1","80","17","0","80","32","0","82","33","164","59","25","1"
,"69","15","17","76","19","5","67","18","0","57","24","4","56","16","39","80","29","0","80","17","0","80","32","1","83","34","102","59","25","0"
,"69","15","1","77","19","58","67","18","1","57","24","0","57","16","78","80","29","0","80","17","0","80","32","0","84","34","59","59","25","1"
,"69","15","0","78","19","65","67","18","0","57","24","0","58","17","191","80","29","0","80","17","0","80","32","0","85","34","31","60","25","24"
,"69","15","0","79","19","49","67","18","2","57","24","0","59","18","163","80","29","1","80","17","0","80","32","0","85","34","6","61","25","50"
,"69","15","0","80","19","85","67","18","0","57","24","0","60","19","113","80","29","1","80","17","0","80","32","0","85","34","0","62","25","72"
,"69","15","2","81","19","91","67","18","0","57","24","0","61","19","60","80","29","1","80","17","0","80","32","0","85","34","0","63","26","111"
,"69","15","0","82","19","76","67","18","0","57","24","0","61","19","4","80","29","0","80","17","0","80","32","0","85","34","0","64","27","147"
,"69","15","8","83","19","49","68","18","37","57","24","2","61","19","0","80","29","0","80","17","0","80","32","0","85","34","0","65","28","107"
,"69","15","9","84","19","24","69","19","112","57","24","0","61","19","0","80","29","0","80","17","0","80","32","0","85","34","0","66","28","64"
,"69","15","0","84","19","8","70","20","186","57","24","1","61","19","0","80","29","0","80","17","0","80","32","0","85","34","0","67","28","31"
,"69","15","0","84","19","1","71","21","152","57","24","0","61","19","1","80","29","0","80","17","15","80","32","0","85","34","2","67","28","9"
,"69","15","0","84","19","9","72","22","109","57","24","2","61","19","0","80","29","0","81","17","47","80","32","1","85","34","0","67","28","9"
,"69","15","1","84","19","15","73","22","59","57","24","0","61","19","0","80","29","15","82","17","46","80","32","0","85","34","0","67","28","7"
,"69","15","0","85","19","46","74","22","22","57","24","1","61","19","0","81","29","79","83","18","105","80","32","0","86","34","21","67","28","10"
,"69","15","2","86","19","73","75","22","22","57","24","1","61","19","1","82","30","170","84","19","153","80","32","0","87","34","45","67","28","1"
,"69","15","0","87","19","67","75","22","9","57","24","1","61","19","0","83","31","195","85","20","114","80","32","0","88","34","44","67","28","1"
,"69","15","0","88","19","79","75","22","0","57","24","0","61","19","0","84","32","166","86","20","65","80","32","0","89","35","104","67","28","1"
,"69","15","0","89","19","81","75","22","0","57","24","0","61","19","1","85","33","116","87","20","40","80","32","0","90","36","164","67","28","0"
,"69","15","0","90","19","59","75","22","1","57","24","1","61","19","0","86","33","70","88","20","31","80","32","0","91","37","152","67","28","3"
,"69","15","0","91","19","28","75","22","1","57","24","0","61","19","0","87","33","27","88","20","8","80","32","0","92","38","112","67","28","11"
,"69","15","1","91","19","7","75","22","0","57","24","0","61","19","0","87","33","12","88","20","0","80","32","0","93","38","58","67","28","1"
,"69","15","1","91","19","1","75","22","0","57","24","0","61","19","0","87","33","8","88","20","0","80","32","2","94","38","31","67","28","2"
,"69","15","0","91","19","0","75","22","1","57","24","0","61","19","0","87","33","0","88","20","5","81","32","37","95","38","24","67","28","1"
,"69","15","0","91","19","1","75","22","0","57","24","1","61","19","6","87","33","0","88","20","5","82","33","138","95","38","15","67","28","0"
,"69","15","0","91","19","0","75","22","1","57","24","0","62","19","49","87","33","0","88","20","0","83","34","226","95","38","1","67","28","0"
,"69","15","1","91","19","0","75","22","0","57","24","0","63","20","146","87","33","0","88","20","0","84","35","221","95","38","0","67","28","0"
,"69","15","0","91","19","0","75","22","0","57","24","0","64","21","217","87","33","0","88","20","0","85","36","178","95","38","4","67","28","0"
,"70","15","19","91","19","0","75","22","0","57","24","0","65","22","182","87","33","0","88","20","0","86","37","128","95","38","14","67","28","0"
,"71","15","65","91","19","11","75","22","0","57","24","0","66","23","126","87","33","0","88","20","0","87","37","75","95","38","9","67","28","1"
,"72","16","126","92","19","33","75","22","0","57","24","0","67","23","86","87","33","13","88","20","0","88","37","39","95","38","8","67","28","0"
,"73","17","180","93","19","41","75","22","0","57","24","0","68","23","41","88","33","45","88","20","0","89","37","24","95","38","2","67","28","0"
,"74","18","151","94","19","27","75","22","1","57","24","0","69","23","16","89","33","65","88","20","0","89","37","3","95","38","0","67","28","3"
,"75","18","89","95","19","57","75","22","0","57","24","0","69","23","1","90","33","59","88","20","0","89","37","2","95","38","0","67","28","2"
,"76","18","36","96","20","149","75","22","0","57","24","0","69","23","0","91","33","82","88","20","0","89","37","0","95","38","1","67","28","3"
,"76","18","6","97","21","142","75","22","1","57","24","0","69","23","1","92","33","72","89","20","27","89","37","0","95","38","3","67","28","0"
,"76","18","6","98","21","90","75","22","3","58","24","19","69","23","1","93","34","104","90","20","51","89","37","0","95","38","11","67","28","0"
,"76","18","0","99","21","64","76","22","35","59","24","26","69","23","1","94","34","90","91","21","103","89","37","0","96","38","37","67","28","0"
,"76","18","3","100","21","26","77","22","85","60","24","37","69","23","0","95","34","43","92","22","131","89","37","2","97","38","35","67","28","0"
,"76","18","0","100","21","12","78","23","112","61","24","78","69","23","0","96","34","18","93","23","134","89","37","9","98","38","79","67","28","0"
,"76","18","0","100","21","4","79","24","164","62","25","142","69","23","0","96","34","14","94","23","98","89","37","3","99","39","149","67","28","1"
,"76","18","1","100","21","1","80","25","138","63","26","148","69","23","0","96","34","7","95","23","58","89","37","0","100","40","160","67","28","0"
,"76","18","0","100","21","1","81","25","89","64","27","108","69","23","3","96","34","5","95","23","1","89","37","1","101","41","131","67","28","0"
,"76","18","0","100","21","1","82","25","50","65","27","55","70","23","31","96","34","9","95","23","2","89","37","0","102","41","94","67","28","6"
,"76","18","0","100","21","0","82","25","13","66","27","19","71","23","42","97","34","20","95","23","12","90","37","43","103","41","43","68","28","16"
,"76","18","2","100","21","0","82","25","1","67","27","27","72","23","95","98","34","40","95","23","9","91","38","158","104","41","24","69","28","33"
,"76","18","1","100","21","0","82","25","3","67","27","12","73","24","172","99","34","43","95","23","9","92","39","215","105","41","17","70","28","47"
,"76","18","0","100","21","0","82","25","0","67","27","0","74","25","168","100","34","32","95","23","15","93","40","214","105","41","9","71","28","79"
,"76","18","0","100","21","0","82","25","0","67","27","0","75","26","124","101","34","20","95","23","6","94","41","167","105","41","2","72","29","140"
,"76","18","1","100","21","0","82","25","1","67","27","1","76","26","57","102","34","25","95","23","1","95","41","93","105","41","0","73","30","138"
,"76","18","1","100","21","0","82","25","0","67","27","0","77","26","27","103","34","38","95","23","1","96","41","59","105","41","0","74","31","101"
,"76","18","1","100","21","0","82","25","0","67","27","0","77","26","4","104","34","21","95","23","0","97","41","29","105","41","2","75","31","55"
,"76","18","0","100","21","1","82","25","0","67","27","0","77","26","1","105","34","31","95","23","0","97","41","8","105","41","0","76","31","32"
,"76","18","1","100","21","0","82","25","6","67","27","1","77","26","1","106","34","59","95","23","0","97","41","0","105","41","3","76","31","11"
,"76","18","1","100","21","0","83","25","23","67","27","12","77","26","1","107","34","54","95","23","0","97","41","1","105","41","15","76","31","9"
,"77","18","16","100","21","0","84","25","33","67","27","8","77","26","0","108","34","47","95","23","0","97","41","2","106","41","27","76","31","10"
,"78","18","35","100","21","0","85","25","49","67","27","0","77","26","0","109","34","42","95","23","0","97","41","0","107","42","102","76","31","6"
,"79","18","19","100","21","0","86","25","78","67","27","0","77","26","2","110","34","24","95","23","0","97","41","0","108","43","154","76","31","0"
,"79","18","0","100","21","0","87","26","139","67","27","0","78","26","20","110","34","3","95","23","0","97","41","0","109","44","187","76","31","0"
,"79","18","0","100","21","0","88","27","139","67","27","0","79","26","26","110","34","10","95","23","0","97","41","0","110","45","153","76","31","0"
,"79","18","1","100","21","0","89","28","115","67","27","0","80","26","57","110","34","5","95","23","1","97","41","0","111","45","99","76","31","0"
,"79","18","0","100","21","1","90","28","67","67","27","0","81","27","105","110","34","1","95","23","0","97","41","0","112","45","67","76","31","0"
,"79","18","0","100","21","0","91","28","51","67","27","0","82","28","158","110","34","1","95","23","0","97","41","1","113","45","38","76","31","0"
,"79","18","1","100","21","0","92","28","32","67","27","4","83","29","129","110","34","5","95","23","0","97","41","1","114","45","30","76","31","0"
,"79","18","0","100","21","0","92","28","11","68","27","29","84","29","73","110","34","15","95","23","0","97","41","2","114","45","14","76","31","0"
,"79","18","0","100","21","1","92","28","3","69","27","86","85","29","28","111","34","20","95","23","0","97","41","2","114","45","10","76","31","11"
,"79","18","0","100","21","0","92","28","1","70","28","166","85","29","4","111","34","8","95","23","1","97","41","0","114","45","6","77","31","26"
,"79","18","0","100","21","0","92","28","0","71","29","200","85","29","1","111","34","0","95","23","0","97","41","0","114","45","6","78","31","26"
,"79","18","2","100","21","1","92","28","0","72","30","136","85","29","0","111","34","0","95","23","1","97","41","7","114","45","3","79","31","18"
,"79","18","0","100","21","0","92","28","0","73","30","81","85","29","0","111","34","0","95","23","0","98","41","66","114","45","1","80","31","48"
,"79","18","0","100","21","1","92","28","0","74","30","48","85","29","0","111","34","0","95","23","0","99","42","197","114","45","4","81","32","103"
,"79","18","1","100","21","8","92","28","0","75","30","22","85","29","0","111","34","1","95","23","0","100","43","237","115","45","19","82","33","133"
,"79","18","0","101","21","33","92","28","1","75","30","3","85","29","0","111","34","0","95","23","0","101","44","194","116","45","53","83","33","88"
,"79","18","0","102","21","67","92","28","1","75","30","0","85","29","1","111","34","2","95","23","0","102","45","145","117","46","101","84","33","56"
,"79","18","0","103","22","103","92","28","0","75","30","1","85","29","1","111","34","8","95","23","1","103","45","86","118","47","191","85","33","39"
,"79","18","0","104","23","138","92","28","7","75","30","0","85","29","0","112","34","21","95","23","0","104","45","43","119","48","174","86","33","31"
,"79","18","1","105","24","121","93","28","24","75","30","0","85","29","1","113","34","58","95","23","1","105","45","23","120","49","113","87","33","23"
,"79","18","1","106","24","83","94","28","74","75","30","0","85","29","2","114","35","120","95","23","0","105","45","3","121","49","54","88","33","30"
,"79","18","0","107","24","44","95","29","132","75","30","0","85","29","1","115","36","157","95","23","0","105","45","0","122","49","20","88","33","13"
,"79","18","1","107","24","15","96","30","167","75","30","1","85","29","0","116","37","151","95","23","0","105","45","1","122","49","0","88","33","3"
,"79","18","1","107","24","3","97","31","121","75","30","0","85","29","0","117","38","115","95","23","0","105","45","0","122","49","0","88","33","0"
,"79","18","1","107","24","0","98","31","66","75","30","14","85","29","0","118","38","68","95","23","0","105","45","0","122","49","0","88","33","1"
,"79","18","1","107","24","2","99","31","37","76","30","53","85","29","1","119","38","30","95","23","0","105","45","1","122","49","0","88","33","1"
,"79","18","1","107","24","0","100","31","26","77","30","91","85","29","0","119","38","7","95","23","0","105","45","5","122","49","1","89","33","16"
,"79","18","0","107","24","0","101","31","29","78","30","98","85","29","1","119","38","12","95","23","0","106","45","27","123","49","19","90","33","29"
,"79","18","0","107","24","0","102","31","30","79","31","109","85","29","0","120","38","16","95","23","0","107","45","47","124","49","81","91","33","34"
,"79","18","0","107","24","0","103","31","40","80","32","142","85","29","0","120","38","3","95","23","0","108","46","135","125","50","138","92","33","43"
,"79","18","2","107","24","0","104","31","31","81","33","109","85","29","0","120","38","2","95","23","0","109","47","190","126","51","145","93","33","40"
,"79","18","0","107","24","0","105","31","31","82","33","52","85","29","0","120","38","11","95","23","0","110","48","161","127","52","113","94","33","35"
,"79","18","0","107","24","0","106","31","28","83","33","28","85","29","1","120","38","4","95","23","0","111","49","119","128","52","67","95","33","48"
,"79","18","1","107","24","1","107","31","25","84","33","22","85","29","0","120","38","1","95","23","0","112","49","55","129","52","50","96","33","50"
,"79","18","0","107","24","1","107","31","7","84","33","9","85","29","0","120","38","0","95","23","1","113","49","27","130","52","24","97","33","51"
,"79","18","0","107","24","2","107","31","2","84","33","6","85","29","12","120","38","0","95","23","0","113","49","13","130","52","1","98","33","57"
,"79","18","2","107","24","2","107","31","0","84","33","11","86","29","77","120","38","0","95","23","0","113","49","1","130","52","0","99","33","39"
,"79","18","0","107","24","0","107","31","0","84","33","13","87","30","106","120","38","1","95","23","0","114","49","16","130","52","6","99","33","3"
,"79","18","0","107","24","0","107","31","5","84","33","8","88","31","157","120","38","0","95","23","0","115","49","41","130","52","0","99","33","1"
,"79","18","0","107","24","1","107","31","4","84","33","2","89","32","173","120","38","0","95","23","0","116","49","61","130","52","1","99","33","2"
,"79","18","1","107","24","0","107","31","0","84","33","0","90","33","137","120","38","2","95","23","1","117","49","57","130","52","0","99","33","2"
,"79","18","0","107","24","0","107","31","15","84","33","0","91","34","102","120","38","1","95","23","0","118","49","33","130","52","0","99","33","0"
,"79","18","1","107","24","13","107","31","1","84","33","13","92","34","46","120","38","0","95","23","0","119","49","30","130","52","3","99","33","0"
,"80","18","27","108","24","39","107","31","1","85","33","64","92","34","12","120","38","7","95","23","0","120","49","33","130","52","2","99","33","0"
,"81","18","20","109","24","75","107","31","1","86","34","139","92","34","11","120","38","1","95","23","6","121","49","33","130","52","4","99","33","1"
,"81","18","1","110","25","163","107","31","0","87","35","172","92","34","10","120","38","0","96","23","34","122","49","23","130","52","1","99","33","0"
,"81","18","12","111","26","161","107","31","3","88","36","141","92","34","5","120","38","1","97","24","107","123","49","29","130","52","1","99","33","0"
,"81","18","2","112","27","112","107","31","0","89","36","85","92","34","3","120","38","0","98","25","165","124","49","43","130","52","0","99","33","0"
,"81","18","0","113","27","71","107","31","0","90","36","34","92","34","0","120","38","0","99","26","162","125","49","23","130","52","0","99","33","4"
,"81","18","0","114","27","34","107","31","0","91","36","17","92","34","0","120","38","0","100","27","116","125","49","8","130","52","0","99","33","0"
,"81","18","0","115","27","29","107","31","0","91","36","13","92","34","0","120","38","0","101","27","53","125","49","2","130","52","0","99","33","1"
,"82","18","18","115","27","14","107","31","0","92","36","19","92","34","0","120","38","0","102","27","19","125","49","0","130","52","0","99","33","0"
,"83","18","34","115","27","2","107","31","1","93","36","16","92","34","0","120","38","0","102","27","11","125","49","0","130","52","2","99","33","5"
,"83","18","10","115","27","0","107","31","0","94","36","19","92","34","0","120","38","1","102","27","5","125","49","7","130","52","0","100","33","34"
,"83","18","1","115","27","5","107","31","0","94","36","5","92","34","0","120","38","1","102","27","7","125","49","1","130","52","3","101","33","52"
,"83","18","0","115","27","11","107","31","0","94","36","0","92","34","0","121","38","27","102","27","10","125","49","2","130","52","2","102","33","82"
,"83","18","3","115","27","8","107","31","0","94","36","1","92","34","1","122","38","77","102","27","0","125","49","8","131","52","34","103","34","137"
,"83","18","0","116","27","23","107","31","1","94","36","5","92","34","0","123","39","179","102","27","0","126","49","33","132","53","129","104","35","120"
,"83","18","1","117","27","46","107","31","0","94","36","0","92","34","1","124","40","196","102","27","0","127","49","56","133","54","205","105","35","69"
,"83","18","1","118","27","57","107","31","1","94","36","0","92","34","4","125","41","132","102","27","0","128","49","97","134","55","207","105","35","11"
,"83","18","9","119","27","86","107","31","0","94","36","0","93","34","49","126","41","77","102","27","0","129","50","167","135","56","155","105","35","0"
,"84","18","62","120","28","118","107","31","0","94","36","0","94","35","155","127","41","42","102","27","0","130","51","143","136","56","91","105","35","0"
,"85","19","117","121","28","93","107","31","1","94","36","0","95","36","211","128","41","26","102","27","0","131","52","105","137","56","42","105","35","0"
,"86","20","167","122","28","74","107","31","0","94","36","0","96","37","195","129","41","19","102","27","0","132","52","53","137","56","9","105","35","0"
,"87","21","138","123","28","31","107","31","5","94","36","8","97","38","141","129","41","2","102","27","0","133","52","18","137","56","0","105","35","2"
,"88","21","91","123","28","7","107","31","1","94","36","10","98","38","90","129","41","0","102","27","0","133","52","1","137","56","1","105","35","6"
,"89","21","47","123","28","1","107","31","2","94","36","3","99","38","46","129","41","0","102","27","0","133","52","1","137","56","0","106","35","53"
,"89","21","12","123","28","2","107","31","1","95","36","21","100","38","17","129","41","0","102","27","0","133","52","1","137","56","0","107","35","80"
,"90","21","16","123","28","0","107","31","0","96","36","50","100","38","7","129","41","1","102","27","0","133","52","0","137","56","2","108","35","98"
,"90","21","10","123","28","5","107","31","1","97","37","123","100","38","3","129","41","0","102","27","0","133","52","0","137","56","2","109","35","87"
,"90","21","3","123","28","1","107","31","1","98","38","169","100","38","0","129","41","0","102","27","1","133","52","8","137","56","3","110","35","80"
,"90","21","2","123","28","6","107","31","0","99","39","145","100","38","3","129","41","13","102","27","1","134","52","29","137","56","3","111","35","49"
,"90","21","4","123","28","2","107","31","0","100","39","93","100","38","9","130","41","48","102","27","0","135","52","31","137","56","6","112","35","22"
,"90","21","2","123","28","1","107","31","1","101","39","42","100","38","1","131","41","75","102","27","0","135","52","1","137","56","0","112","35","6"
,"90","21","10","123","28","0","107","31","1","101","39","5","100","38","0","132","41","86","102","27","0","135","52","0","137","56","0","112","35","1"
,"90","21","11","123","28","0","107","31","1","101","39","8","100","38","0","133","42","107","102","27","1","135","52","0","137","56","2","112","35","0"
,"90","21","0","123","28","0","107","31","0","101","39","10","100","38","1","134","43","135","102","27","0","135","52","1","137","56","0","112","35","1"
,"90","21","1","123","28","0","107","31","0","101","39","6","100","38","0","135","44","126","102","27","1","135","52","0","137","56","1","112","35","0"
,"90","21","0","123","28","1","107","31","1","101","39","0","100","38","12","136","44","60","102","27","0","135","52","0","137","56","0","112","35","0"
,"90","21","0","123","28","0","107","31","0","101","39","1","100","38","2","137","44","28","102","27","2","135","52","0","137","56","10","112","35","0"
,"90","21","1","123","28","0","107","31","0","101","39","0","100","38","0","137","44","15","102","27","1","135","52","0","138","56","28","112","35","12"
,"90","21","0","123","28","1","107","31","4","101","39","0","100","38","8","138","44","19","102","27","0","135","52","1","139","56","70","113","35","75"
,"90","21","1","123","28","0","108","31","30","101","39","1","101","38","30","138","44","3","102","27","0","135","52","0","140","57","174","114","35","82"
,"90","21","2","123","28","0","109","31","85","101","39","0","102","38","78","138","44","0","102","27","0","135","52","0","141","58","178","115","35","72"
,"90","21","0","123","28","0","110","32","155","101","39","6","103","39","115","138","44","1","103","27","38","135","52","0","142","59","136","116","36","113"
,"90","21","2","123","28","0","111","33","175","101","39","5","104","40","179","138","44","0","104","27","49","135","52","1","143","59","96","117","36","98"
,"90","21","0","123","28","0","112","34","141","101","39","0","105","41","151","138","44","1","105","27","73","135","52","0","144","59","39","118","36","70"
,"90","21","1","123","28","0","113","34","85","101","39","2","106","42","113","138","44","0","106","28","142","135","52","4","144","59","13","119","36","22"
,"90","21","0","123","28","0","114","34","31","102","39","47","107","42","60","138","44","0","107","29","138","135","52","0","144","59","8","119","36","13"
,"90","21","1","123","28","0","114","34","10","103","40","143","108","42","34","138","44","0","108","29","98","135","52","0","144","59","3","120","36","16"
,"90","21","0","123","28","0","114","34","0","104","41","212","108","42","12","138","44","0","109","29","64","135","52","0","144","59","0","120","36","5"
,"90","21","0","123","28","0","114","34","0","105","42","182","108","42","4","138","44","1","110","29","28","135","52","0","144","59","1","120","36","1"
,"90","21","0","123","28","0","114","34","2","106","43","122","108","42","1","138","44","0","110","29","14","135","52","0","144","59","0","120","36","0"
,"90","21","0","123","28","1","114","34","9","107","43","63","108","42","0","138","44","1","110","29","0","135","52","0","144","59","1","120","36","10"
,"90","21","2","123","28","1","114","34","0","108","43","27","108","42","1","138","44","0","110","29","0","135","52","2","144","59","0","121","36","34"
,"90","21","0","123","28","0","114","34","0","108","43","4","108","42","0","138","44","0","110","29","0","135","52","0","144","59","0","122","36","32"
,"90","21","0","123","28","0","114","34","0","108","43","0","108","42","1","138","44","0","110","29","0","135","52","1","144","59","0","122","36","8"
,"90","21","0","123","28","0","114","34","1","108","43","0","108","42","0","138","44","1","110","29","0","135","52","0","144","59","6","123","36","41"
,"90","21","0","123","28","0","114","34","0","108","43","0","108","42","0","139","44","42","110","29","0","135","52","0","145","59","19","124","36","52"
,"90","21","3","123","28","0","114","34","0","108","43","1","108","42","2","140","45","132","110","29","4","135","52","1","146","59","54","125","36","66"
,"90","21","2","123","28","0","114","34","0","108","43","3","108","42","6","141","46","203","110","29","7","135","52","1","147","60","160","126","37","104"
,"90","21","0","123","28","1","114","34","1","108","43","0","108","42","13","142","47","191","110","29","15","135","52","0","148","61","207","127","37","83"
,"90","21","0","123","28","0","115","34","27","108","43","0","108","42","13","143","48","135","111","29","20","135","52","0","149","62","173","128","37","57"
,"90","21","0","123","28","1","116","34","46","108","43","0","108","42","9","144","48","77","112","29","46","135","52","1","150","63","118","129","37","46"
,"90","21","0","123","28","0","117","34","52","108","43","2","108","42","1","145","48","35","113","29","84","135","52","1","151","63","68","130","37","37"
,"90","21","0","123","28","1","118","35","104","108","43","0","108","42","0","145","48","14","114","30","126","135","52","0","152","63","35","131","37","20"
,"90","21","0","123","28","1","119","36","161","108","43","0","108","42","0","145","48","1","115","31","128","135","52","0","152","63","8","131","37","1"
,"90","21","1","123","28","0","120","37","125","108","43","0","108","42","0","145","48","0","116","31","85","135","52","0","152","63","2","131","37","3"
,"90","21","0","123","28","0","121","37","82","108","43","0","108","42","0","145","48","1","117","31","42","135","52","0","152","63","0","131","37","2"
,"90","21","1","123","28","1","122","37","45","108","43","0","108","42","1","145","48","10","117","31","10","135","52","9","152","63","0","131","37","0"
,"90","21","1","123","28","1","123","37","22","108","43","1","108","42","0","145","48","0","118","31","26","136","52","36","152","63","0","131","37","1"
,"90","21","0","123","28","1","123","37","5","109","43","25","108","42","0","145","48","0","118","31","10","137","52","89","152","63","0","131","37","0"
,"90","21","0","123","28","0","123","37","4","110","43","60","108","42","0","145","48","0","118","31","0","138","53","174","152","63","0","131","37","1"
,"90","21","0","123","28","0","123","37","2","111","44","108","108","42","1","145","48","0","118","31","0","139","54","196","152","63","0","131","37","0"
,"90","21","0","123","28","0","123","37","0","112","45","179","108","42","0","145","48","6","118","31","0","140","55","139","152","63","0","131","37","0"
,"90","21","2","123","28","0","123","37","0","113","46","144","108","42","4","146","48","31","118","31","1","141","55","95","152","63","0","131","37","0"
,"90","21","0","123","28","0","123","37","0","114","46","90","108","42","0","147","48","42","118","31","0","142","55","46","152","63","4","131","37","0"
,"90","21","0","123","28","0","123","37","0","115","46","56","108","42","0","148","48","26","118","31","0","143","55","17","153","63","35","131","37","0"
,"90","21","0","123","28","0","123","37","3","116","46","26","108","42","0","148","48","14","118","31","4","143","55","0","154","63","100","131","37","0"
,"90","21","1","123","28","0","124","37","66","116","46","15","108","42","0","149","48","26","119","31","45","143","55","1","155","64","189","131","37","0"
,"90","21","0","123","28","2","125","38","141","116","46","3","108","42","0","150","48","76","120","32","109","143","55","1","156","65","196","131","37","0"
,"90","21","1","123","28","4","126","39","171","116","46","0","108","42","0","151","49","116","121","33","163","143","55","0","157","66","160","131","37","0"
,"90","21","0","124","28","50","127","40","145","116","46","2","108","42","5","152","49","93","122","34","156","143","55","0","158","66","92","131","37","1"
,"90","21","0","125","29","154","128","40","90","116","46","4","108","42","11","153","49","73","123","34","94","143","55","1","159","66","35","131","37","0"
,"90","21","0","126","30","208","129","40","50","116","46","8","109","42","33","154","49","47","124","34","51","143","55","3","159","66","12","131","37","0"
,"90","21","0","127","31","172","130","40","17","116","46","10","110","42","65","155","49","26","125","34","26","143","55","1","159","66","0","131","37","1"
,"90","21","1","128","32","111","130","40","3","116","46","0","111","43","114","155","49","5","125","34","4","143","55","0","159","66","0","131","37","0"
,"90","21","0","129","32","54","130","40","6","116","46","0","112","44","160","155","49","8","125","34","0","143","55","0","159","66","0","131","37","1"
,"90","21","1","129","32","3","130","40","7","116","46","0","113","45","130","155","49","5","125","34","1","143","55","0","159","66","0","131","37","0"
,"90","21","0","129","32","0","130","40","5","116","46","0","114","46","102","155","49","3","125","34","1","143","55","6","159","66","1","131","37","0"
,"90","21","1","129","32","2","130","40","15","116","46","3","115","46","52","156","49","16","125","34","2","144","55","36","159","66","0","131","37","0"
,"90","21","7","129","32","7","131","40","30","116","46","10","116","46","22","157","49","16","125","34","0","145","56","137","159","66","1","131","37","0"
,"90","21","0","129","32","5","132","40","39","116","46","0","116","46","13","157","49","7","125","34","0","146","57","233","159","66","0","131","37","3"
,"90","21","0","129","32","0","133","40","25","116","46","0","116","46","0","157","49","4","125","34","0","147","58","207","159","66","1","131","37","1"
,"90","21","1","129","32","0","133","40","9","116","46","0","116","46","1","157","49","0","125","34","0","148","59","162","160","66","21","131","37","0"
,"91","21","16","129","32","0","133","40","10","116","46","0","116","46","3","157","49","1","125","34","0","149","59","98","161","66","82","131","37","0"
,"92","21","58","129","32","0","133","40","13","116","46","0","116","46","5","157","49","2","125","34","0","150","59","62","162","67","177","131","37","0"
,"93","22","108","129","32","1","134","40","16","116","46","3","116","46","1","157","49","2","125","34","0","151","59","34","163","68","203","131","37","1"
,"94","23","161","129","32","0","134","40","2","117","46","39","116","46","0","157","49","1","125","34","0","151","59","14","164","69","168","131","37","0"
,"95","24","165","129","32","0","134","40","0","118","47","105","116","46","0","157","49","2","125","34","12","151","59","2","165","70","133","131","37","0"
,"96","25","101","129","32","0","134","40","1","119","48","185","116","46","2","157","49","10","126","34","45","151","59","0","166","70","69","131","37","1"
,"97","25","41","129","32","0","135","40","17","120","49","195","116","46","5","157","49","0","127","34","56","151","59","1","167","70","42","131","37","0"
,"97","25","5","129","32","1","136","40","19","121","50","131","117","46","16","157","49","0","128","35","106","151","59","0","168","70","25","131","37","0"
,"97","25","0","129","32","0","136","40","1","122","50","70","117","46","1","157","49","0","129","36","146","151","59","12","168","70","11","131","37","3"
,"97","25","0","129","32","0","136","40","0","123","50","17","118","46","23","157","49","0","130","37","128","152","59","20","168","70","3","132","37","43"
,"97","25","0","129","32","0","136","40","1","123","50","4","119","46","30","157","49","1","131","37","77","152","59","6","168","70","3","133","38","102"
,"97","25","0","129","32","1","136","40","0","124","50","30","120","46","86","157","49","0","132","37","31","152","59","11","168","70","0","134","39","153"
